Movie_name,Release_Date,tconst,nconst,Director_name,capped_profit,Successful,num_movies,Director_age
Battle in Seattle,2007,tt0850253,nm0870204,Stuart Townsend,-8121984.789061091,4.4,1,35
Mashaal,1984,tt0085912,nm0007181,Yash Chopra,0.0,4.7,22,52
Home of the Brave,1949,tt0041481,nm0733476,Mark Robson,11609286.614221303,4.9,32,36
Shyama,1986,tt0271784,nm0430782,Joshiy,0.0,4.7,84,34
Thoroughbred,1936,tt0028364,nm0151404,Ken G. Hall,0.0,4.3,38,35
Volcano,1997,tt0120461,nm0413875,Mick Jackson,11609286.614221303,4.5,51,54
Lelam,1997,tt0355686,nm0430782,Joshiy,0.0,4.7,84,45
A Summer Place,1959,tt0053320,nm0202681,Delmer Daves,0.0,4.6,30,55
Casque d'or,1952,tt0043386,nm0065442,Jacques Becker,0.0,4.8,16,46
The World's Fastest Indian,2005,tt0412080,nm0002044,Roger Donaldson,-8124542.796304674,4.7,35,60
The Watermelon Woman,1996,tt0118125,nm0243109,Cheryl Dunye,0.0,4.7,51,30
Little Odessa,1994,tt0110365,nm0336695,James Gray,0.0,4.6,16,25
Chandu the Magician,1932,tt0022753,nm0580017,William Cameron Menzies,0.0,4.5,36,36
The Preacher's Wife,1996,tt0117372,nm0001508,Penny Marshall,-60372627.7760068,3.3,20,53
Original Sin,2001,tt0218922,nm0188165,Michael Cristofer,-7484035.98697289,4.3,6,56
Cirque du Freak: The Vampire's Assistant,2009,tt0450405,nm0919369,Paul Weitz,-990203.0845883614,4.4,29,44
Hard Cash,2002,tt0248640,nm0031342,Predrag Antonijevic,0.0,4.1,42,43
White Night,2009,tt1418826,nm0462029,Masahiro Kobayashi,6809605.701867276,4.4,20,55
I Found Stella Parish,1935,tt0026508,nm0503777,Mervyn LeRoy,0.0,4.6,76,35
Gaslight,1940,tt0031359,nm0225555,Thorold Dickinson,0.0,4.7,15,37
The Ghost Walks,1934,tt0025169,nm0833965,Frank R. Strayer,0.0,4.4,91,43
Caramel,2007,tt0825236,nm1701024,Nadine Labaki,11609286.614221303,4.9,5,33
Rosa Luxemburg,1986,tt0091869,nm0903137,Margarethe von Trotta,0.0,4.6,29,44
Om Shanti Om,2007,tt1024943,nm0007134,Farah Khan,-10390055.017686125,4.4,4,42
Virginia's Run,2002,tt0307639,nm0548533,Peter Markle,0.0,4.5,83,50
Lone Wolf McQuade,1983,tt0085862,nm0142587,Steve Carver,11609286.614221303,4.7,15,38
This Gun for Hire,1942,tt0035432,nm0878338,Frank Tuttle,-7427085.106030612,4.6,74,50
The Last of Mrs. Cheyney,1929,tt0020081,nm0291548,Sidney Franklin,0.0,4.4,44,36
Harry Brown,2009,tt1289406,nm2905562,Daniel Barber,3320763.867685605,4.8,4,44
More,1969,tt0064694,nm0775447,Barbet Schroeder,0.0,4.5,53,28
Amu,2005,tt0414713,nm1773569,Shonali Bose,0.0,4.7,5,40
The Baby Maker,1970,tt0065441,nm0108745,James Bridges,0.0,4.4,8,34
Twilight's Last Gleaming,1977,tt0076845,nm0000736,Robert Aldrich,0.0,4.6,54,59
Naked Among Wolves,1963,tt0056271,nm0079906,Frank Beyer,0.0,4.7,35,31
Season of the Witch,2011,tt0479997,nm0784061,Dominic Sena,-42097811.63055197,3.6,8,62
A Little Princess,1995,tt0113670,nm0190859,Alfonso Cuarón,-10850896.836669585,4.6,31,34
A Special Day,1977,tt0076085,nm0778633,Ettore Scola,0.0,4.9,31,46
The Rifleman of the Voroshilov Regiment,1999,tt0200267,nm0332892,Stanislav Govorukhin,0.0,4.7,36,63
Bullet in the Head,1990,tt0099426,nm0000247,John Woo,-6341551.757127367,4.7,44,44
Tarzan,1999,tt0120855,nm0510674,Kevin Lima,11609286.614221303,5.3,11,37
We Bought a Zoo,2011,tt1389137,nm0001081,Cameron Crowe,11609286.614221303,4.9,17,54
The Rabbit Is Me,1965,tt0059347,nm0535512,Kurt Maetzig,0.0,4.7,27,54
Wing and a Prayer,1944,tt0037466,nm0368871,Henry Hathaway,0.0,4.6,64,46
Newman's Law,1974,tt0071902,nm0373612,Richard T. Heffron,0.0,4.5,58,44
Cherry Tree Lane,2010,tt1468829,nm1440314,Paul Andrew Williams,0.0,4.2,40,37
Red,2002,tt1039983,nm2670388,Singampuli,-658057.4473013667,4.0,2,34
For the Love of Mike,1927,tt0017898,nm0001008,Frank Capra,0.0,4.2,54,30
Ace in the Hole,1951,tt0043338,nm0000697,Billy Wilder,-4751917.294921348,4.8,25,45
Because of the Cats,1973,tt0069772,nm0705444,Fons Rademakers,0.0,4.4,12,53
Imagine Me & You,2005,tt0421994,nm0662530,Ol Parker,0.0,4.6,7,36
The Red Squirrel,1993,tt0106305,nm0575523,Julio Medem,0.0,4.7,24,35
Bring Me the Head of Alfredo Garcia,1974,tt0071249,nm0001603,Sam Peckinpah,-7201708.636133175,4.6,33,49
Ratboy,1986,tt0091827,nm0516800,Sondra Locke,0.0,4.0,4,42
The Dead Girl,2006,tt0783238,nm0597673,Karen Moncrieff,1063114.9818916123,4.6,19,43
Woman on the Beach,2006,tt0835787,nm0393254,Hong Sang-soo,879749.6046455293,4.6,34,46
Southern Comfort,1981,tt0083111,nm0001353,Walter Hill,0.0,4.7,32,39
The Secret Garden,1993,tt0108071,nm0002140,Agnieszka Holland,11609286.614221303,4.9,82,45
A Christmas Tale,2008,tt0993789,nm0221611,Arnaud Desplechin,8088732.268847319,4.8,23,48
Ted Bundy,2002,tt0284929,nm0109165,Matthew Bright,-1488899.7224257586,4.4,5,50
Sleepwalker,2000,tt0228871,nm0750259,Johannes Pinter,0.0,4.4,8,35
The Blot,1921,tt0011979,nm0916665,Lois Weber,0.0,4.6,70,42
Vice Squad,1982,tt0084861,nm0792446,Gary Sherman,11609286.614221303,4.7,27,37
On the Edge,2001,tt0221559,nm0138809,John Carney,-9358922.25150602,4.5,40,29
Burnt by the Sun 2,2010,tt0403645,nm0586482,Nikita Mikhalkov,-50736825.40574455,3.2,30,65
Slim,1937,tt0029579,nm0258015,Ray Enright,0.0,4.5,75,41
Lourdes,2009,tt1405809,nm0369618,Jessica Hausner,-2758686.9242446134,4.6,9,37
Thamizh,2002,tt6801910,nm1419055,Hari,0.0,4.6,17,30
Vigil in the Night,1940,tt0033221,nm0828419,George Stevens,11609286.614221303,4.8,57,36
A Life of Her Own,1950,tt0042677,nm0002030,George Cukor,0.0,4.5,53,51
The House on Carroll Street,1988,tt0095333,nm0946811,Peter Yates,920501.4820773732,4.5,39,59
Dhruvam,1993,tt0271459,nm0430782,Joshiy,0.0,4.9,84,41
Short Eyes,1977,tt0076706,nm0950001,Robert M. Young,0.0,4.7,32,53
The General's Daughter,1999,tt0144214,nm0922346,Simon West,11609286.614221303,4.7,33,38
Love Sick,2006,tt0484437,nm0321363,Tudor Giurgiu,-457990.68248522177,4.6,10,34
Queen Christina,1933,tt0024481,nm0541149,Rouben Mamoulian,11609286.614221303,5.0,17,36
Murappennu,1965,tt0213906,nm0898565,A. Vincent,0.0,4.8,30,37
The Lodger: A Story of the London Fog,1927,tt0017075,nm0000033,Alfred Hitchcock,0.0,4.7,81,28
Street Corner,1948,tt0040842,nm0445862,Albert H. Kelley,0.0,4.2,40,54
Death Drums Along the River,1963,tt0057468,nm0403126,Lawrence Huntington,0.0,4.2,80,63
Shaolin Handlock,1978,tt0078253,nm0387354,Meng-Hua Ho,0.0,4.5,52,55
Raam,2005,tt0453190,nm1417119,Ameer Sultan,0.0,4.8,6,38
The Guilty,2000,tt0186183,nm0909026,Anthony Waller,-962342.1409214092,4.4,21,41
The Other Sister,1999,tt0123209,nm0005190,Garry Marshall,-10221790.864516484,4.4,37,65
Heart Condition,1990,tt0099750,nm0663489,James D. Parriott,7492075.938087888,4.5,11,40
It's a Wonderful Life,1946,tt0038650,nm0001008,Frank Capra,1455593.851409052,5.0,54,49
The Odd Life of Timothy Green,2012,tt1462769,nm0373282,Peter Hedges,11609286.614221303,4.8,7,50
The Walking Dead,1995,tt0114888,nm0926211,Preston A. Whitmore II,0.0,4.2,8,33
Ransom!,1956,tt0049656,nm0781751,Alex Segal,10886089.822194971,4.8,97,41
A Kiss Before Dying,1956,tt0049414,nm0652631,Gerd Oswald,0.0,4.6,97,37
Priyamana Thozhi,2003,tt0446439,nm1417315,Vikraman,0.0,4.4,16,37
Macao,1952,tt0044863,nm0903049,Josef von Sternberg,9808278.091650974,4.7,28,58
Dada's Dance,2008,tt1305814,nm0955451,Yuan Zhang,0.0,4.7,14,45
Body of Lies,2008,tt0758774,nm0000631,Ridley Scott,11609286.614221303,4.9,62,71
Sabrina,1995,tt0114319,nm0001628,Sydney Pollack,-7055759.489201575,4.4,66,61
Soul Food,1997,tt0120169,nm0863387,George Tillman Jr.,11609286.614221303,4.9,23,28
Seven Days to Noon,1950,tt0042949,nm0099589,John Boulting,0.0,4.7,14,37
No Country for Old Men,2007,tt0477348,nm0001053,Ethan Coen,11609286.614221303,7.3,17,50
Anthony Zimmer,2005,tt0411118,nm1362432,Jérôme Salle,0.0,4.6,10,34
8mm,1999,tt0134273,nm0001708,Joel Schumacher,11609286.614221303,4.8,37,60
I'll Do Anything,1994,tt0110097,nm0000985,James L. Brooks,-47580238.579538986,3.5,6,54
Daddy Longlegs,2009,tt1426362,nm1509478,Benny Safdie,0.0,4.6,15,23
Octopussy,1983,tt0086034,nm0322515,John Glen,11609286.614221303,4.8,25,51
The Last King of Scotland,2006,tt0455590,nm0531817,Kevin Macdonald,11609286.614221303,5.4,34,39
Trixie,2000,tt0162711,nm0748928,Alan Rudolph,406497.4446486643,4.2,22,57
The Nightcomers,1971,tt0069007,nm0935382,Michael Winner,0.0,4.4,42,36
Black Shampoo,1976,tt0074214,nm0163990,Greydon Clark,0.0,4.2,22,33
Madame Rosa,1977,tt0076348,nm0594624,Moshé Mizrahi,0.0,5.1,17,47
American Heart,1992,tt0103670,nm0068385,Martin Bell,0.0,4.6,13,49
The Rescuers,1977,tt0076618,nm0522028,John Lounsbery,11609286.614221303,4.8,18,66
The Stepford Wives,2004,tt0327162,nm0000568,Frank Oz,11609286.614221303,4.5,15,60
One Week,2008,tt1104806,nm1313340,Michael McGowan,537347.4736312862,4.7,39,42
The Facts of Life,1960,tt0053810,nm0291035,Melvin Frank,0.0,5.4,17,47
Tickling Leo,2009,tt1105519,nm0203370,Jeremy Davidson,0.0,4.8,1,38
Panic,2000,tt0194218,nm0111303,Henry Bromell,-303636.81752903596,4.6,10,53
Death Wish,1974,tt0071402,nm0935382,Michael Winner,11609286.614221303,4.8,42,39
Blind,2007,tt0808174,nm0233288,Tamar van den Dop,0.0,4.7,5,37
Witness to Murder,1954,tt0047679,nm0746740,Roy Rowland,0.0,4.6,92,44
The Killing,1956,tt0049406,nm0000040,Stanley Kubrick,-2786838.9944819123,4.8,16,28
Awakenings,1990,tt0099077,nm0001508,Penny Marshall,11609286.614221303,5.0,20,47
Amrutham,2004,tt0446272,nm0539034,Sibi Malayil,0.0,4.4,50,48
Something to Talk About,1995,tt0114496,nm0002120,Lasse Hallström,11609286.614221303,4.6,70,49
Night Editor,1946,tt0038774,nm0505610,Henry Levin,0.0,4.6,55,37
Alien Hunter,2003,tt0327409,nm0470323,Ron Krauss,-9008307.134767836,4.1,11,33
Caligula,1979,tt0080491,nm0000972,Tinto Brass,11609286.614221303,4.5,28,46
Dust in the Wind,1986,tt0091406,nm0396284,Hsiao-Hsien Hou,0.0,4.8,20,39
Wrong Is Right,1982,tt0084920,nm0112218,Richard Brooks,0.0,4.4,26,70
Munich,2005,tt0408306,nm0000229,Steven Spielberg,11609286.614221303,5.0,60,59
The Most Distant Course,2007,tt1094291,nm0510905,Jing-Jie Lin,0.0,4.6,12,40
Brotherhood,2009,tt1327820,nm1645978,Nicolo Donato,0.0,4.7,6,35
A Patch of Blue,1965,tt0059573,nm0337885,Guy Green,-6010756.942607775,5.7,24,52
The Girl with the Dragon Tattoo,2009,tt1132620,nm0649117,Niels Arden Oplev,11609286.614221303,5.0,54,48
Experiment in Terror,1962,tt0055972,nm0001175,Blake Edwards,0.0,4.7,75,40
"Don't Cry, Nanking",1995,tt0113930,nm0943212,Ziniu Wu,0.0,4.6,22,42
Carrington,1995,tt0112637,nm0358960,Christopher Hampton,5037162.525007109,4.7,3,49
Grande École,2004,tt0340137,nm0758431,Robert Salis,0.0,4.4,6,50
Diary of a Shinjuku Thief,1969,tt0063598,nm0651915,Nagisa Ôshima,0.0,4.5,70,37
Operation Bikini,1963,tt0057387,nm0137124,Anthony Carras,0.0,3.9,2,43
Pellet,2000,tt0243794,nm0563748,Achero Mañas,0.0,4.7,9,34
Lady Vengeance,2005,tt0451094,nm0661791,Park Chan-wook,11609286.614221303,5.0,32,42
The Prime Minister,1941,tt0034065,nm0225555,Thorold Dickinson,0.0,4.4,15,38
Ivy,1947,tt0039504,nm0939992,Sam Wood,0.0,4.7,74,64
S1m0ne,2002,tt0258153,nm0629272,Andrew Niccol,11609286.614221303,4.7,12,38
The Perfect Circle,1997,tt0117555,nm0448632,Ademir Kenovic,0.0,4.9,5,47
Unknown,2011,tt1401152,nm1429471,Jaume Collet-Serra,11609286.614221303,4.8,20,37
Night Game,1989,tt0097971,nm0557751,Peter Masterson,0.0,4.2,11,55
The Student Prince in Old Heidelberg,1927,tt0018451,nm0523932,Ernst Lubitsch,0.0,4.8,66,35
Turn the River,2007,tt0811128,nm0001177,Chris Eigeman,0.0,4.4,5,42
Rage in Heaven,1941,tt0034078,nm0886754,W.S. Van Dyke,0.0,4.5,80,52
Night and the City,1950,tt0042788,nm0202088,Jules Dassin,0.0,4.9,25,39
Lost in Translation,2003,tt0335266,nm0001068,Sofia Coppola,11609286.614221303,5.8,20,32
Going All the Way,1997,tt0119209,nm0671210,Mark Pellington,166758.51912885474,4.4,60,35
Wide Awake,1998,tt0120510,nm0796117,M. Night Shyamalan,-8303967.929068044,4.3,24,28
The Yellow Balloon,1953,tt0046561,nm0496746,J. Lee Thompson,0.0,4.6,49,39
We Think the World of You,1988,tt0096427,nm0339567,Colin Gregg,42034.97451342401,4.4,48,41
Babette's Feast,1987,tt0092603,nm0002196,Gabriel Axel,9165128.4446586,5.4,99,69
The Unknown Woman,2006,tt0494271,nm0868153,Giuseppe Tornatore,-1349483.6379637057,4.7,28,50
Aanchal,1980,tt0178185,nm0304356,Anil Ganguly,0.0,4.6,25,47
Four Days in September,1997,tt0119815,nm0000853,Bruno Barreto,0.0,4.7,43,42
Breathless,2008,tt1373120,nm3344655,Yang Ik-joon,755065.24939794,4.8,4,33
The Blue Kite,1993,tt0107358,nm0862514,Zhuangzhuang Tian,0.0,4.8,14,41
The Inheritance,2003,tt0328844,nm0283377,Per Fly,0.0,4.7,35,43
The New World,2005,tt0402399,nm0000517,Terrence Malick,649764.8623179006,4.6,19,62
Girl Walks into a Bar,2011,tt1682246,nm0349406,Sebastian Gutierrez,-1052445.290763799,4.3,29,37
Save the Green Planet!,2003,tt0354668,nm2287741,Joon-Hwan Jang,-3840735.5015429216,4.6,7,33
Ay Juancito,2004,tt0362789,nm0647055,Héctor Olivera,11609286.614221303,4.6,33,73
Death Hunt,1981,tt0082247,nm0402597,Peter R. Hunt,-26036421.959490422,4.2,18,56
There's Always Tomorrow,1956,tt0049843,nm0802862,Douglas Sirk,8708871.857755976,4.9,44,59
"If I Want to Whistle, I Whistle",2010,tt1590024,nm2758521,Florin Serban,0.0,4.7,7,35
Obsession,1976,tt0074991,nm0000361,Brian De Palma,11609286.614221303,4.8,39,36
Bronson,2008,tt1172570,nm0716347,Nicolas Winding Refn,2232872.2355012135,4.7,34,38
Smooth Talk,1985,tt0090037,nm0159154,Joyce Chopra,0.0,4.6,41,49
Lower City,2005,tt0456899,nm0532509,Sergio Machado,0.0,4.6,25,37
The Hidden,1987,tt0093185,nm0794791,Jack Sholder,9892369.447738908,4.8,24,42
Churchill's Leopards,1970,tt0065975,nm0694958,Maurizio Pradeaux,0.0,4.2,7,39
The Trial of Madame X,1948,tt0178076,nm0257455,Paul England,0.0,4.0,1,56
The Ballad of Narayama,1983,tt0084390,nm0408076,Shôhei Imamura,0.0,4.8,24,57
Heartbreaker,2010,tt1465487,nm0154312,Pascal Chaumeil,-9445323.094349831,4.4,37,49
Purple Butterfly,2003,tt0363290,nm0521601,Ye Lou,0.0,4.5,12,38
Chungking Express,1994,tt0109424,nm0939182,Kar-Wai Wong,703061.2957778153,4.9,32,38
The Devil to Pay!,1930,tt0020821,nm0280463,George Fitzmaurice,0.0,4.6,80,45
Tere Mere Sapne,1996,tt0117878,nm0041928,Joy Augustine,0.0,4.5,7,32
The Fighter,2010,tt0964517,nm0751102,David O. Russell,11609286.614221303,6.5,16,52
Ashes and Diamonds,1958,tt0052080,nm0906667,Andrzej Wajda,0.0,4.8,60,32
Belly,1998,tt0158493,nm0930782,Hype Williams,11609286.614221303,4.7,13,28
The Dilemma,2011,tt1578275,nm0000165,Ron Howard,-73671170.35346594,3.0,52,57
The Odd Couple,1968,tt0063374,nm0757256,Gene Saks,11609286.614221303,5.0,8,47
Hotel Rwanda,2004,tt0395169,nm0313623,Terry George,11609286.614221303,5.1,21,52
Koshish,1972,tt0215911,nm0347899,Gulzar,0.0,5.0,41,38
The Other,2007,tt0499540,nm0745438,Ariel Rotter,0.0,4.4,10,34
Getting In,1994,tt0109893,nm0510731,Doug Liman,0.0,4.3,41,29
Stuck,2007,tt0758786,nm0002340,Stuart Gordon,-5541948.020590738,4.5,23,60
A Perfect Getaway,2009,tt0971209,nm0878638,David Twohy,9768662.678268394,4.7,12,54
Raising Cain,1992,tt0105217,nm0000361,Brian De Palma,11609286.614221303,4.7,39,52
The Lodger,2009,tt0851530,nm0648545,David Ondaatje,0.0,4.4,6,49
Whisky,2004,tt0331370,nm0714261,Juan Pablo Rebella,0.0,4.7,2,30
Burnt Money,2000,tt0227277,nm0686304,Marcelo Piñeyro,11609286.614221303,4.9,17,47
The Exorcism of Emily Rose,2005,tt0404032,nm0220600,Scott Derrickson,11609286.614221303,4.8,21,39
Bloodhounds of Broadway,1989,tt0096953,nm0111837,Howard Brookner,-7638703.952675451,4.2,4,35
Star Wars: The Clone Wars,2008,tt1185834,nm1396048,Dave Filoni,11609286.614221303,4.6,82,34
The Changeling,1980,tt0080516,nm0575389,Peter Medak,0.0,4.7,89,43
Iruvar,1997,tt0119385,nm0711745,Mani Ratnam,0.0,5.0,28,42
"Me & You, Us, Forever",2008,tt0829432,nm1107383,Dave Christiano,92464.57641457948,4.0,75,52
Polytechnique,2009,tt1194238,nm0898288,Denis Villeneuve,1836035.2546328448,4.7,18,42
Flowers from Another World,1999,tt0193167,nm0093081,Icíar Bollaín,0.0,4.6,16,32
Intimacy,2001,tt0256103,nm0161717,Patrice Chéreau,0.0,4.5,14,57
Confessions of Boston Blackie,1941,tt0033484,nm0229424,Edward Dmytryk,0.0,4.5,55,33
The Sins of Rachel Cade,1961,tt0055453,nm0235066,Gordon Douglas,0.0,4.4,95,54
A Simple Life,2011,tt2008006,nm0401176,Ann Hui,3767754.1409344007,4.8,34,64
Stir of Echoes,1999,tt0164181,nm0462895,David Koepp,-17054383.91115113,4.3,10,36
Blind Shaft,2003,tt0351299,nm1317258,Yang Li,0.0,4.8,4,44
Bedrooms and Hallways,1998,tt0126810,nm0873266,Rose Troche,0.0,4.6,55,34
Blade: Trinity,2004,tt0359013,nm0275286,David S. Goyer,11609286.614221303,4.6,15,39
Face/Off,1997,tt0119094,nm0000247,John Woo,11609286.614221303,4.9,44,51
"Mystery, Alaska",1999,tt0134618,nm0005366,Jay Roach,-27156799.773084193,4.1,36,42
Angela,1995,tt0112364,nm0589182,Rebecca Miller,0.0,4.5,7,33
Last Holiday,1950,tt0042665,nm0143900,Henry Cass,0.0,4.7,32,47
Claude Duval,1924,tt0213563,nm0178057,George A. Cooper,0.0,4.5,53,38
Brief Encounter,1945,tt0037558,nm0000180,David Lean,0.0,4.9,16,37
Ghost Story,1981,tt0082449,nm0410139,John Irvin,11609286.614221303,4.7,65,41
Aitaré da Praia,1925,tt0199306,nm0737720,Gentil Roiz,0.0,4.5,3,26
Gridlock'd,1997,tt0119225,nm0193554,Vondie Curtis-Hall,8216627.860538884,4.8,18,47
The Damned United,2009,tt1226271,nm0393799,Tom Hooper,-6520015.300681622,4.7,53,37
Chaos,2001,tt0265116,nm0785684,Coline Serreau,0.0,4.7,16,54
Radio,2003,tt0316465,nm0866132,Michael Tollin,11609286.614221303,4.8,20,48
To Sleep With Anger,1990,tt0100791,nm0122344,Charles Burnett,0.0,4.7,31,46
The Hustler,1961,tt0054997,nm0744035,Robert Rossen,11609286.614221303,6.8,10,53
Gaby: A True Story,1987,tt0093067,nm0001502,Luis Mandoki,-10156163.855078842,4.4,25,33
The Air I Breathe,2007,tt0485851,nm0497528,Jieho Lee,29428.974514380203,4.6,2,34
The Front,1976,tt0074554,nm0728688,Martin Ritt,0.0,4.7,33,62
32A,2007,tt0370242,nm0703922,Marian Quinn,0.0,4.6,9,43
Twenty Four Seven,1997,tt0120391,nm0276349,Shane Meadows,0.0,4.7,35,25
Amaram,1991,tt0155487,nm0080245,Bharathan,0.0,5.0,43,44
Confessions of a Dangerous Mind,2002,tt0270288,nm0000123,George Clooney,3966513.649928191,4.7,25,41
Bright Star,2009,tt0810784,nm0001005,Jane Campion,4801158.031842992,4.7,27,55
Year of The Devil,2002,tt0282917,nm0954500,Petr Zelenka,0.0,4.7,62,35
Aasai,1995,tt0377321,nm1182689,Vasanth,-776778.4097123482,4.8,13,32
Certified Copy,2010,tt1020773,nm0452102,Abbas Kiarostami,5923125.199709859,4.8,42,70
Shubho Mahurat,2003,tt0368969,nm0315916,Rituparno Ghosh,0.0,4.8,21,40
Ace of Aces,1933,tt0023737,nm0747844,J. Walter Ruben,0.0,4.5,18,34
Forbidden Zone,1980,tt0080752,nm0253320,Richard Elfman,0.0,4.6,29,31
Catch-22,1970,tt0065528,nm0001566,Mike Nichols,-109755338.05537672,2.8,27,39
Second Name,2002,tt0303021,nm0687042,Paco Plaza,-3290287.2365068337,4.3,19,29
Filth and Wisdom,2008,tt1042499,nm0000187,Madonna,389931.716132728,4.3,4,50
In Country,1989,tt0097570,nm0422484,Norman Jewison,-27629192.196827102,3.9,47,63
Bereft,2004,tt0380215,nm0004857,Tim Daly,0.0,4.4,1,48
Cold Heaven,1991,tt0103982,nm0001676,Nicolas Roeg,0.0,4.2,22,63
Look Both Ways,2005,tt0382806,nm0915016,Sarah Watt,3018437.3412306383,4.7,17,47
Lost Junction,2003,tt0283453,nm0557751,Peter Masterson,0.0,4.3,11,69
Roseanna McCoy,1949,tt0041824,nm0718321,Irving Reis,0.0,4.4,18,43
The Blackbird,1926,tt0016655,nm0115218,Tod Browning,0.0,4.6,62,46
Hard Target,1993,tt0107076,nm0000247,John Woo,11609286.614221303,4.7,44,47
Beast Stalker,2008,tt1330525,nm0482592,Dante Lam,0.0,4.6,24,44
Sawan Bhadon,1970,tt0341563,nm0781830,Mohan Segal,0.0,4.5,18,49
Animal Factory,2000,tt0204137,nm0000114,Steve Buscemi,-4888966.156905729,4.5,64,43
Raat Aur Din,1967,tt0156923,nm0097899,Satyen Bose,0.0,4.8,35,51
War Horse,2011,tt1568911,nm0000229,Steven Spielberg,11609286.614221303,4.9,60,65
Feel the Noise,2007,tt0756703,nm1145057,Alejandro Chomski,7365642.446695061,3.9,18,39
Groom Lake,2002,tt0270393,nm0000638,William Shatner,-987086.17095205,3.7,23,71
The Mirror Has Two Faces,1996,tt0117057,nm0000659,Barbra Streisand,11609286.614221303,4.8,7,54
Fox and His Friends,1975,tt0072976,nm0001202,Rainer Werner Fassbinder,0.0,4.8,64,30
Departures,2008,tt1069238,nm0847690,Yôjirô Takita,11609286.614221303,5.5,50,53
The Lightning Warrior,1931,tt0022078,nm0005757,Benjamin H. Kline,0.0,4.5,7,37
Capricorn One,1977,tt0077294,nm0001382,Peter Hyams,-19530001.37494844,4.3,24,34
The Seventh Continent,1989,tt0098327,nm0359734,Michael Haneke,0.0,4.8,25,47
In the Cut,2003,tt0199626,nm0001005,Jane Campion,11609286.614221303,4.5,27,49
Kudrat,1981,tt0154749,nm0025608,Chetan Anand,0.0,4.7,20,60
Impostor,2001,tt0160399,nm0001219,Gary Fleder,-42589047.18191546,3.7,82,36
Sarvam,2009,tt1400365,nm3315387,Vishnuvardhan,-2206949.5393956904,4.3,12,33
My Mother's Castle,1990,tt0099266,nm0002216,Yves Robert,0.0,4.8,26,70
Le Plaisir,1952,tt0045034,nm0649097,Max Ophüls,0.0,4.8,26,50
Jeet,1996,tt0116690,nm0438029,Raj Kanwar,0.0,4.4,16,35
Even the Rain,2010,tt1422032,nm0093081,Icíar Bollaín,-10901920.024478476,4.6,16,43
Next Door,2005,tt0453383,nm0805760,Pål Sletaune,-2909324.3439300195,4.5,16,45
Country Strong,2010,tt1555064,nm0275277,Shana Feste,6002876.296705807,4.6,6,34
It,1927,tt0018033,nm0903049,Josef von Sternberg,0.0,4.7,28,33
Cradle 2 the Grave,2003,tt0306685,nm0005647,Andrzej Bartkowiak,11609286.614221303,4.6,12,53
The Seventh Seal,1957,tt0050976,nm0000005,Ingmar Bergman,0.0,4.9,85,39
Taken 2,2012,tt1397280,nm0576298,Olivier Megaton,11609286.614221303,4.7,30,47
The White Buffalo,1977,tt0076915,nm0496746,J. Lee Thompson,0.0,4.5,49,63
Monster,2003,tt0340855,nm0420941,Patty Jenkins,11609286.614221303,5.3,17,32
Curdled,1996,tt0115994,nm0102929,Reb Braddock,-3471426.097120391,4.4,2,31
Cornered,1945,tt0037615,nm0229424,Edward Dmytryk,0.0,4.6,55,37
The Wedding Banquet,1993,tt0107156,nm0000487,Ang Lee,9723664.300436111,5.0,24,39
Palangal,1981,tt0155938,nm0080245,Bharathan,0.0,4.7,43,34
Breaker Morant,1980,tt0080310,nm0000915,Bruce Beresford,11609286.614221303,5.0,59,40
Love and Death on Long Island,1997,tt0119574,nm0477193,Richard Kwietniowski,3806575.975499948,4.7,10,40
Wise Blood,1979,tt0080140,nm0001379,John Huston,0.0,4.6,41,73
King of New York,1990,tt0099939,nm0001206,Abel Ferrara,2816511.4312035204,4.7,43,39
Money,1991,tt0100175,nm0827854,Steven Hilliard Stern,0.0,4.2,67,54
Double Jeopardy,1999,tt0150377,nm0000915,Bruce Beresford,11609286.614221303,4.8,59,59
The Four Horsemen of the Apocalypse,1921,tt0012190,nm0002271,Rex Ingram,11609286.614221303,4.9,29,29
A Tiger's Tale,1987,tt0094148,nm0235209,Peter Douglas,185430.30876420977,4.3,1,32
Cold Showers,2005,tt0422133,nm0179576,Antony Cordier,0.0,4.5,34,32
Gunman in the Streets,1950,tt0042534,nm0878338,Frank Tuttle,0.0,4.6,74,58
Silver Hawk,2004,tt0357894,nm0155598,Jingle Ma,0.0,4.2,18,47
The Bat Whispers,1930,tt0020668,nm0922327,Roland West,0.0,4.5,14,45
